Total Trades,Win Rate,Average Profit per Trade,Total Profit,Profit Percentage,Max Drawdown,Sharpe Ratio
15497,0.5321029876750338,-8.579402464993224,-132955.0,-132.955,139770.0,-51.78709675856678
