Entry Time,Exit Time,Type,Entry Price,Exit Price,Quantity,PNL,Outcome,Balance After Trade,cumulative_pnl,cumulative_balance
2020-01-10 20:29:00,2020-01-10 20:31:00,short,8986.75,8981.75,1,85.0,TP,100590.0,590.0,100590.0
2020-01-13 07:00:00,2020-01-13 07:26:00,long,9011.0,9006.0,1,-115.0,SL,100475.0,475.0,100475.0
2020-01-13 07:50:00,2020-01-13 08:01:00,short,9007.0,9012.0,1,-115.0,SL,100360.0,360.0,100360.0
2020-01-13 08:44:00,2020-01-13 09:00:00,long,9019.25,9014.25,1,-115.0,SL,100245.0,245.0,100245.0
2020-01-13 09:45:00,2020-01-13 09:53:00,short,9019.25,9024.25,1,-115.0,SL,100130.0,130.0,100130.0
2020-01-13 16:21:00,2020-01-13 16:28:00,short,9039.0,9044.0,1,-115.0,SL,100015.0,15.0,100015.0
2020-01-13 18:03:00,2020-01-13 18:17:00,long,9063.25,9068.25,1,85.0,TP,100100.0,100.0,100100.0
2020-01-13 18:45:00,2020-01-13 19:09:00,long,9065.75,9070.75,1,85.0,TP,100185.0,185.0,100185.0
2020-01-13 20:05:00,2020-01-13 20:18:00,short,9072.25,9067.25,1,85.0,TP,100270.0,270.0,100270.0
2020-01-13 21:08:00,2020-01-13 21:14:00,short,9084.0,9089.0,1,-115.0,SL,100155.0,155.0,100155.0
2020-01-14 01:37:00,2020-01-14 02:10:00,long,9102.0,9097.0,1,-115.0,SL,100040.0,40.0,100040.0
2020-01-14 02:48:00,2020-01-14 02:58:00,short,9104.0,9099.0,1,85.0,TP,100125.0,125.0,100125.0
2020-01-14 03:51:00,2020-01-14 04:09:00,long,9083.0,9088.0,1,85.0,TP,100210.0,210.0,100210.0
2020-01-14 06:09:00,2020-01-14 06:42:00,short,9083.25,9088.25,1,-115.0,SL,100095.0,95.0,100095.0
