total_trades,wins,losses,win_rate,avg_pnl,total_pnl,avg_win,avg_loss,risk_reward_ratio,max_drawdown,sharpe_ratio,best_trade,worst_trade
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
