Entry Time,Position,Entry Price,SL Price,TP Price,Exit Time,Exit Reason,Exit Price,P&L,cumulative_pnl
2022-01-31 14:51:00,long,14553.5,,,2022-01-31 14:52:00,TP,14558.5,85.0,-53840.0
2022-01-31 15:36:00,short,14673.25,,,2022-01-31 15:37:00,TP,14668.25,85.0,-53755.0
2022-01-31 16:20:00,long,14689.5,,,2022-01-31 16:21:00,TP,14694.5,85.0,-53670.0
2022-01-31 17:35:00,long,14736.0,,,2022-01-31 17:36:00,SL,14731.0,-115.0,-53785.0
2022-01-31 18:06:00,long,14770.0,,,2022-01-31 18:08:00,SL,14765.0,-115.0,-53900.0
2022-01-31 18:43:00,short,14764.25,,,2022-01-31 18:44:00,TP,14759.25,85.0,-53815.0
2022-01-31 21:36:00,long,14865.0,,,2022-01-31 21:37:00,TP,14870.0,85.0,-53730.0
2022-02-01 01:20:00,short,14868.5,,,2022-02-01 01:21:00,TP,14863.5,85.0,-53645.0
2022-02-01 04:55:00,short,14863.0,,,2022-02-01 04:56:00,SL,14868.0,-115.0,-53760.0
2022-02-01 09:42:00,long,14888.75,,,2022-02-01 09:43:00,SL,14883.75,-115.0,-53875.0
2022-02-01 11:54:00,short,14870.0,,,2022-02-01 11:58:00,SL,14875.0,-115.0,-53990.0
2022-02-01 13:49:00,long,14939.75,,,2022-02-01 13:50:00,TP,14944.75,85.0,-53905.0
2022-02-01 15:00:00,short,14780.75,,,2022-02-01 15:01:00,TP,14775.75,85.0,-53820.0
2022-02-01 21:04:00,long,15016.75,,,2022-02-01 21:05:00,TP,15021.75,85.0,-53735.0
2022-02-02 02:40:00,long,15135.5,,,2022-02-02 03:14:00,TP,15140.5,85.0,-53650.0
2022-02-02 03:45:00,short,15143.0,,,2022-02-02 03:47:00,TP,15138.0,85.0,-53565.0
2022-02-02 03:57:00,short,15139.5,,,2022-02-02 04:04:00,SL,15144.5,-115.0,-53680.0
2022-02-02 04:08:00,short,15142.75,,,2022-02-02 04:16:00,SL,15147.75,-115.0,-53795.0
2022-02-02 05:02:00,short,15145.0,,,2022-02-02 05:03:00,SL,15150.0,-115.0,-53910.0
2022-02-02 05:38:00,short,15163.25,,,2022-02-02 05:42:00,SL,15168.25,-115.0,-54025.0
2022-02-02 07:45:00,short,15178.5,,,2022-02-02 07:47:00,SL,15183.5,-115.0,-54140.0
2022-02-02 08:02:00,long,15179.25,,,2022-02-02 08:03:00,SL,15174.25,-115.0,-54255.0
2022-02-02 09:27:00,short,15196.5,,,2022-02-02 09:28:00,TP,15191.5,85.0,-54170.0
2022-02-02 10:33:00,short,15226.5,,,2022-02-02 10:34:00,TP,15221.5,85.0,-54085.0
2022-02-02 11:02:00,short,15208.75,,,2022-02-02 11:03:00,TP,15203.75,85.0,-54000.0
2022-02-02 12:07:00,short,15216.25,,,2022-02-02 12:09:00,SL,15221.25,-115.0,-54115.0
2022-02-02 13:40:00,long,15203.25,,,2022-02-02 13:43:00,SL,15198.25,-115.0,-54230.0
2022-02-02 15:28:00,long,15073.5,,,2022-02-02 15:29:00,SL,15068.5,-115.0,-54345.0
2022-02-02 15:59:00,long,15064.5,,,2022-02-02 16:00:00,TP,15069.5,85.0,-54260.0
2022-02-02 16:05:00,long,15037.75,,,2022-02-02 16:06:00,SL,15032.75,-115.0,-54375.0
2022-02-02 16:28:00,short,15002.0,,,2022-02-02 16:29:00,TP,14997.0,85.0,-54290.0
2022-02-02 19:06:00,short,15069.5,,,2022-02-02 19:07:00,TP,15064.5,85.0,-54205.0
2022-02-02 20:06:00,short,15101.5,,,2022-02-02 20:07:00,SL,15106.5,-115.0,-54320.0
2022-02-02 20:12:00,long,15102.75,,,2022-02-02 20:13:00,TP,15107.75,85.0,-54235.0
2022-02-02 20:40:00,long,15112.5,,,2022-02-02 20:41:00,TP,15117.5,85.0,-54150.0
2022-02-02 23:00:00,short,14846.25,,,2022-02-02 23:01:00,SL,14851.25,-115.0,-54265.0
2022-02-03 01:36:00,long,14770.5,,,2022-02-03 01:37:00,TP,14775.5,85.0,-54180.0
2022-02-03 03:22:00,short,14790.5,,,2022-02-03 03:30:00,TP,14785.5,85.0,-54095.0
2022-02-03 03:53:00,long,14775.75,,,2022-02-03 03:58:00,TP,14780.75,85.0,-54010.0
2022-02-03 04:38:00,short,14786.25,,,2022-02-03 04:42:00,SL,14791.25,-115.0,-54125.0
2022-02-03 05:33:00,short,14793.0,,,2022-02-03 05:51:00,TP,14788.0,85.0,-54040.0
2022-02-03 09:52:00,short,14813.0,,,2022-02-03 09:53:00,TP,14808.0,85.0,-53955.0
2022-02-03 13:33:00,short,14797.0,,,2022-02-03 13:34:00,TP,14792.0,85.0,-53870.0
2022-02-03 14:34:00,short,14711.0,,,2022-02-03 14:35:00,TP,14706.0,85.0,-53785.0
2022-02-03 15:02:00,long,14721.0,,,2022-02-03 15:03:00,SL,14716.0,-115.0,-53900.0
2022-02-03 15:41:00,long,14799.25,,,2022-02-03 15:42:00,SL,14794.25,-115.0,-54015.0
2022-02-03 18:48:00,short,14671.75,,,2022-02-03 18:50:00,TP,14666.75,85.0,-53930.0
2022-02-03 19:52:00,long,14580.0,,,2022-02-03 19:53:00,SL,14575.0,-115.0,-54045.0
2022-02-04 05:15:00,long,14785.5,,,2022-02-04 05:16:00,TP,14790.5,85.0,-53960.0
2022-02-04 06:59:00,short,14807.0,,,2022-02-04 07:01:00,TP,14802.0,85.0,-53875.0
2022-02-04 09:44:00,long,14711.0,,,2022-02-04 09:46:00,TP,14716.0,85.0,-53790.0
2022-02-04 09:53:00,long,14705.75,,,2022-02-04 09:54:00,SL,14700.75,-115.0,-53905.0
2022-02-04 12:11:00,short,14542.25,,,2022-02-04 12:12:00,TP,14537.25,85.0,-53820.0
2022-02-04 12:14:00,long,14544.5,,,2022-02-04 12:15:00,SL,14539.5,-115.0,-53935.0
2022-02-04 16:08:00,long,14516.75,,,2022-02-04 16:09:00,SL,14511.75,-115.0,-54050.0
2022-02-04 16:16:00,long,14477.0,,,2022-02-04 16:17:00,TP,14482.0,85.0,-53965.0
2022-02-04 17:31:00,short,14576.5,,,2022-02-04 17:32:00,TP,14571.5,85.0,-53880.0
2022-02-04 21:29:00,short,14642.5,,,2022-02-04 21:35:00,SL,14647.5,-115.0,-53995.0
2022-02-06 23:51:00,short,14702.5,,,2022-02-06 23:55:00,TP,14697.5,85.0,-53910.0
2022-02-07 00:01:00,short,14698.25,,,2022-02-07 00:03:00,TP,14693.25,85.0,-53825.0
2022-02-07 01:22:00,long,14646.0,,,2022-02-07 01:23:00,TP,14651.0,85.0,-53740.0
2022-02-07 01:54:00,short,14650.25,,,2022-02-07 01:56:00,TP,14645.25,85.0,-53655.0
2022-02-07 03:55:00,short,14647.0,,,2022-02-07 03:57:00,TP,14642.0,85.0,-53570.0
2022-02-07 04:46:00,long,14705.25,,,2022-02-07 04:48:00,SL,14700.25,-115.0,-53685.0
2022-02-07 05:48:00,long,14689.5,,,2022-02-07 05:50:00,SL,14684.5,-115.0,-53800.0
2022-02-07 05:56:00,short,14690.75,,,2022-02-07 05:58:00,SL,14695.75,-115.0,-53915.0
2022-02-07 07:30:00,short,14724.75,,,2022-02-07 07:33:00,TP,14719.75,85.0,-53830.0
2022-02-07 10:35:00,long,14658.5,,,2022-02-07 10:36:00,TP,14663.5,85.0,-53745.0
2022-02-07 14:25:00,short,14712.5,,,2022-02-07 14:26:00,SL,14717.5,-115.0,-53860.0
2022-02-07 17:00:00,short,14601.0,,,2022-02-07 17:01:00,TP,14596.0,85.0,-53775.0
2022-02-07 18:01:00,long,14603.5,,,2022-02-07 18:02:00,TP,14608.5,85.0,-53690.0
2022-02-07 23:56:00,long,14609.25,,,2022-02-08 00:00:00,TP,14614.25,85.0,-53605.0
2022-02-08 03:23:00,long,14584.25,,,2022-02-08 03:27:00,TP,14589.25,85.0,-53520.0
2022-02-08 04:37:00,short,14577.75,,,2022-02-08 04:42:00,SL,14582.75,-115.0,-53635.0
2022-02-08 05:46:00,long,14543.25,,,2022-02-08 05:49:00,TP,14548.25,85.0,-53550.0
2022-02-08 05:57:00,short,14551.5,,,2022-02-08 06:01:00,TP,14546.5,85.0,-53465.0
2022-02-08 06:03:00,long,14551.0,,,2022-02-08 06:04:00,TP,14556.0,85.0,-53380.0
2022-02-08 07:02:00,long,14571.75,,,2022-02-08 07:03:00,SL,14566.75,-115.0,-53495.0
2022-02-08 08:10:00,long,14567.0,,,2022-02-08 08:11:00,SL,14562.0,-115.0,-53610.0
2022-02-08 09:06:00,short,14590.0,,,2022-02-08 09:08:00,SL,14595.0,-115.0,-53725.0
2022-02-08 11:23:00,long,14555.0,,,2022-02-08 11:24:00,SL,14550.0,-115.0,-53840.0
2022-02-08 12:40:00,short,14502.25,,,2022-02-08 12:42:00,SL,14507.25,-115.0,-53955.0
2022-02-08 14:27:00,short,14515.5,,,2022-02-08 14:28:00,TP,14510.5,85.0,-53870.0
2022-02-08 19:37:00,short,14646.75,,,2022-02-08 19:38:00,TP,14641.75,85.0,-53785.0
2022-02-08 19:44:00,long,14645.5,,,2022-02-08 19:45:00,TP,14650.5,85.0,-53700.0
2022-02-08 19:49:00,long,14648.75,,,2022-02-08 19:50:00,TP,14653.75,85.0,-53615.0
2022-02-08 20:03:00,long,14641.25,,,2022-02-08 20:04:00,TP,14646.25,85.0,-53530.0
2022-02-08 20:29:00,long,14699.5,,,2022-02-08 20:30:00,TP,14704.5,85.0,-53445.0
2022-02-08 21:34:00,short,14744.25,,,2022-02-08 23:00:00,SL,14749.25,-115.0,-53560.0
2022-02-08 23:55:00,short,14772.25,,,2022-02-08 23:59:00,SL,14777.25,-115.0,-53675.0
2022-02-09 00:04:00,long,14774.0,,,2022-02-09 00:05:00,TP,14779.0,85.0,-53590.0
2022-02-09 00:44:00,long,14752.25,,,2022-02-09 00:48:00,TP,14757.25,85.0,-53505.0
2022-02-09 02:05:00,short,14768.0,,,2022-02-09 02:12:00,TP,14763.0,85.0,-53420.0
2022-02-09 05:53:00,short,14807.0,,,2022-02-09 05:55:00,TP,14802.0,85.0,-53335.0
2022-02-09 06:00:00,long,14805.0,,,2022-02-09 06:11:00,SL,14800.0,-115.0,-53450.0
2022-02-09 08:28:00,short,14800.0,,,2022-02-09 08:29:00,TP,14795.0,85.0,-53365.0
2022-02-09 09:21:00,short,14849.0,,,2022-02-09 09:25:00,TP,14844.0,85.0,-53280.0
2022-02-09 09:38:00,short,14851.0,,,2022-02-09 09:43:00,SL,14856.0,-115.0,-53395.0
2022-02-09 10:49:00,short,14869.25,,,2022-02-09 10:53:00,SL,14874.25,-115.0,-53510.0
2022-02-09 12:19:00,short,14919.0,,,2022-02-09 12:20:00,TP,14914.0,85.0,-53425.0
2022-02-09 16:22:00,short,14936.25,,,2022-02-09 16:23:00,SL,14941.25,-115.0,-53540.0
2022-02-09 19:31:00,short,15001.5,,,2022-02-09 19:33:00,SL,15006.5,-115.0,-53655.0
2022-02-09 19:41:00,short,15009.0,,,2022-02-09 19:42:00,SL,15014.0,-115.0,-53770.0
2022-02-09 23:54:00,long,15036.5,,,2022-02-09 23:57:00,TP,15041.5,85.0,-53685.0
2022-02-10 03:17:00,short,14975.5,,,2022-02-10 03:20:00,SL,14980.5,-115.0,-53800.0
2022-02-10 04:06:00,long,14990.75,,,2022-02-10 04:12:00,TP,14995.75,85.0,-53715.0
2022-02-10 08:11:00,long,15026.75,,,2022-02-10 08:12:00,TP,15031.75,85.0,-53630.0
2022-02-10 09:21:00,long,14982.75,,,2022-02-10 09:22:00,SL,14977.75,-115.0,-53745.0
2022-02-10 10:29:00,long,14993.0,,,2022-02-10 10:37:00,TP,14998.0,85.0,-53660.0
2022-02-10 10:53:00,short,14996.75,,,2022-02-10 10:56:00,TP,14991.75,85.0,-53575.0
2022-02-10 11:54:00,long,14996.25,,,2022-02-10 11:55:00,SL,14991.25,-115.0,-53690.0
2022-02-10 15:22:00,long,14936.75,,,2022-02-10 15:23:00,SL,14931.75,-115.0,-53805.0
2022-02-10 15:26:00,long,14933.0,,,2022-02-10 15:27:00,TP,14938.0,85.0,-53720.0
2022-02-10 17:16:00,short,14932.5,,,2022-02-10 17:17:00,SL,14937.5,-115.0,-53835.0
2022-02-10 20:07:00,short,14728.5,,,2022-02-10 20:08:00,SL,14733.5,-115.0,-53950.0
2022-02-10 23:47:00,short,14672.75,,,2022-02-10 23:48:00,SL,14677.75,-115.0,-54065.0
2022-02-11 02:43:00,long,14646.5,,,2022-02-11 02:52:00,SL,14641.5,-115.0,-54180.0
2022-02-11 03:27:00,long,14642.0,,,2022-02-11 03:31:00,SL,14637.0,-115.0,-54295.0
2022-02-11 04:28:00,short,14628.0,,,2022-02-11 04:30:00,SL,14633.0,-115.0,-54410.0
2022-02-11 05:14:00,long,14580.75,,,2022-02-11 05:15:00,SL,14575.75,-115.0,-54525.0
2022-02-11 05:33:00,short,14562.25,,,2022-02-11 05:34:00,TP,14557.25,85.0,-54440.0
2022-02-11 14:34:00,short,14716.5,,,2022-02-11 14:35:00,TP,14711.5,85.0,-54355.0
2022-02-11 16:50:00,short,14535.25,,,2022-02-11 16:51:00,SL,14540.25,-115.0,-54470.0
2022-02-11 18:55:00,short,14358.5,,,2022-02-11 18:56:00,TP,14353.5,85.0,-54385.0
2022-02-11 19:43:00,long,14303.25,,,2022-02-11 19:44:00,SL,14298.25,-115.0,-54500.0
2022-02-11 21:44:00,long,14268.25,,,2022-02-11 21:45:00,SL,14263.25,-115.0,-54615.0
2022-02-14 01:12:00,long,14267.25,,,2022-02-14 01:14:00,SL,14262.25,-115.0,-54730.0
2022-02-14 02:09:00,short,14224.75,,,2022-02-14 02:10:00,SL,14229.75,-115.0,-54845.0
2022-02-14 03:01:00,long,14249.25,,,2022-02-14 03:03:00,TP,14254.25,85.0,-54760.0
2022-02-14 04:03:00,long,14279.75,,,2022-02-14 04:05:00,SL,14274.75,-115.0,-54875.0
2022-02-14 04:25:00,short,14275.25,,,2022-02-14 04:29:00,SL,14280.25,-115.0,-54990.0
2022-02-14 05:51:00,long,14253.5,,,2022-02-14 05:53:00,SL,14248.5,-115.0,-55105.0
2022-02-14 08:35:00,long,14140.75,,,2022-02-14 08:36:00,TP,14145.75,85.0,-55020.0
2022-02-14 09:11:00,short,14060.75,,,2022-02-14 09:12:00,TP,14055.75,85.0,-54935.0
2022-02-14 09:52:00,long,14083.25,,,2022-02-14 09:56:00,SL,14078.25,-115.0,-55050.0
2022-02-14 10:45:00,long,14096.0,,,2022-02-14 10:46:00,TP,14101.0,85.0,-54965.0
2022-02-14 10:57:00,long,14109.5,,,2022-02-14 10:58:00,SL,14104.5,-115.0,-55080.0
2022-02-14 11:13:00,long,14083.75,,,2022-02-14 11:14:00,TP,14088.75,85.0,-54995.0
2022-02-14 14:02:00,long,14190.0,,,2022-02-14 14:03:00,TP,14195.0,85.0,-54910.0
2022-02-14 14:34:00,long,14233.0,,,2022-02-14 14:35:00,TP,14238.0,85.0,-54825.0
2022-02-14 15:22:00,short,14239.5,,,2022-02-14 15:23:00,SL,14244.5,-115.0,-54940.0
2022-02-14 17:00:00,short,14331.0,,,2022-02-14 17:01:00,SL,14336.0,-115.0,-55055.0
2022-02-14 18:13:00,long,14352.5,,,2022-02-14 18:14:00,SL,14347.5,-115.0,-55170.0
2022-02-14 19:28:00,long,14187.0,,,2022-02-14 19:29:00,TP,14192.0,85.0,-55085.0
2022-02-14 20:44:00,long,14270.0,,,2022-02-14 20:45:00,SL,14265.0,-115.0,-55200.0
2022-02-15 01:56:00,short,14286.75,,,2022-02-15 01:57:00,SL,14291.75,-115.0,-55315.0
2022-02-15 03:14:00,long,14313.75,,,2022-02-15 03:20:00,SL,14308.75,-115.0,-55430.0
2022-02-15 06:24:00,short,14262.75,,,2022-02-15 06:26:00,SL,14267.75,-115.0,-55545.0
2022-02-15 09:41:00,long,14508.5,,,2022-02-15 09:43:00,SL,14503.5,-115.0,-55660.0
2022-02-15 10:18:00,short,14500.25,,,2022-02-15 10:19:00,SL,14505.25,-115.0,-55775.0
2022-02-15 10:23:00,short,14493.0,,,2022-02-15 10:24:00,SL,14498.0,-115.0,-55890.0
2022-02-15 11:06:00,short,14526.25,,,2022-02-15 11:14:00,SL,14531.25,-115.0,-56005.0
2022-02-15 12:28:00,long,14562.0,,,2022-02-15 12:30:00,SL,14557.0,-115.0,-56120.0
2022-02-15 15:27:00,long,14481.5,,,2022-02-15 15:28:00,TP,14486.5,85.0,-56035.0
2022-02-15 18:16:00,short,14487.0,,,2022-02-15 18:18:00,SL,14492.0,-115.0,-56150.0
2022-02-15 19:31:00,short,14539.5,,,2022-02-15 19:32:00,TP,14534.5,85.0,-56065.0
2022-02-15 21:39:00,long,14592.25,,,2022-02-15 21:44:00,SL,14587.25,-115.0,-56180.0
2022-02-15 21:59:00,short,14581.75,,,2022-02-15 23:00:00,SL,14586.75,-115.0,-56295.0
2022-02-15 23:02:00,long,14587.0,,,2022-02-15 23:11:00,SL,14582.0,-115.0,-56410.0
2022-02-16 00:49:00,long,14557.25,,,2022-02-16 00:52:00,SL,14552.25,-115.0,-56525.0
2022-02-16 02:14:00,long,14569.0,,,2022-02-16 02:31:00,SL,14564.0,-115.0,-56640.0
2022-02-16 02:55:00,short,14558.0,,,2022-02-16 02:57:00,SL,14563.0,-115.0,-56755.0
2022-02-16 03:40:00,short,14559.5,,,2022-02-16 03:43:00,SL,14564.5,-115.0,-56870.0
2022-02-16 05:49:00,short,14576.75,,,2022-02-16 05:57:00,TP,14571.75,85.0,-56785.0
2022-02-16 06:14:00,short,14569.25,,,2022-02-16 06:18:00,SL,14574.25,-115.0,-56900.0
2022-02-16 07:01:00,long,14592.0,,,2022-02-16 07:03:00,SL,14587.0,-115.0,-57015.0
2022-02-16 07:29:00,long,14579.25,,,2022-02-16 07:33:00,TP,14584.25,85.0,-56930.0
2022-02-16 09:42:00,short,14611.75,,,2022-02-16 09:50:00,SL,14616.75,-115.0,-57045.0
2022-02-16 10:43:00,short,14583.25,,,2022-02-16 10:44:00,SL,14588.25,-115.0,-57160.0
2022-02-16 10:49:00,long,14587.75,,,2022-02-16 10:51:00,TP,14592.75,85.0,-57075.0
2022-02-16 10:52:00,short,14586.25,,,2022-02-16 10:53:00,SL,14591.25,-115.0,-57190.0
2022-02-16 13:31:00,long,14589.75,,,2022-02-16 13:32:00,TP,14594.75,85.0,-57105.0
2022-02-16 23:22:00,short,14602.75,,,2022-02-16 23:24:00,SL,14607.75,-115.0,-57220.0
2022-02-16 23:37:00,short,14614.75,,,2022-02-16 23:43:00,TP,14609.75,85.0,-57135.0
2022-02-17 00:55:00,long,14569.25,,,2022-02-17 01:00:00,TP,14574.25,85.0,-57050.0
2022-02-17 04:56:00,long,14490.75,,,2022-02-17 04:58:00,SL,14485.75,-115.0,-57165.0
2022-02-17 06:26:00,long,14503.75,,,2022-02-17 06:29:00,TP,14508.75,85.0,-57080.0
2022-02-17 06:39:00,short,14510.25,,,2022-02-17 06:40:00,SL,14515.25,-115.0,-57195.0
2022-02-17 08:48:00,long,14502.5,,,2022-02-17 08:49:00,SL,14497.5,-115.0,-57310.0
2022-02-17 09:01:00,short,14510.25,,,2022-02-17 09:02:00,TP,14505.25,85.0,-57225.0
2022-02-17 10:49:00,long,14508.5,,,2022-02-17 10:50:00,TP,14513.5,85.0,-57140.0
2022-02-17 12:22:00,short,14521.25,,,2022-02-17 12:24:00,SL,14526.25,-115.0,-57255.0
2022-02-17 13:58:00,long,14465.25,,,2022-02-17 13:59:00,SL,14460.25,-115.0,-57370.0
2022-02-17 16:08:00,short,14359.25,,,2022-02-17 16:09:00,TP,14354.25,85.0,-57285.0
2022-02-17 17:46:00,short,14347.5,,,2022-02-17 17:47:00,TP,14342.5,85.0,-57200.0
2022-02-17 18:50:00,long,14296.5,,,2022-02-17 18:51:00,TP,14301.5,85.0,-57115.0
2022-02-18 00:08:00,long,14178.5,,,2022-02-18 00:13:00,SL,14173.5,-115.0,-57230.0
2022-02-18 00:45:00,long,14153.25,,,2022-02-18 00:47:00,SL,14148.25,-115.0,-57345.0
2022-02-18 02:47:00,short,14256.75,,,2022-02-18 02:49:00,TP,14251.75,85.0,-57260.0
2022-02-18 10:50:00,short,14264.5,,,2022-02-18 10:55:00,SL,14269.5,-115.0,-57375.0
2022-02-18 16:31:00,long,14043.75,,,2022-02-18 16:32:00,TP,14048.75,85.0,-57290.0
2022-02-18 16:45:00,long,14042.25,,,2022-02-18 16:46:00,SL,14037.25,-115.0,-57405.0
2022-02-18 16:48:00,short,14028.0,,,2022-02-18 16:49:00,TP,14023.0,85.0,-57320.0
2022-02-18 17:25:00,long,14022.5,,,2022-02-18 17:26:00,SL,14017.5,-115.0,-57435.0
2022-02-18 17:54:00,short,13956.0,,,2022-02-18 17:55:00,TP,13951.0,85.0,-57350.0
2022-02-20 23:27:00,long,13866.25,,,2022-02-20 23:28:00,TP,13871.25,85.0,-57265.0
2022-02-21 02:30:00,long,14062.25,,,2022-02-21 02:31:00,SL,14057.25,-115.0,-57380.0
2022-02-21 07:00:00,long,14129.5,,,2022-02-21 07:01:00,TP,14134.5,85.0,-57295.0
2022-02-21 07:10:00,short,14128.25,,,2022-02-21 07:12:00,TP,14123.25,85.0,-57210.0
2022-02-21 08:24:00,short,14090.75,,,2022-02-21 08:25:00,SL,14095.75,-115.0,-57325.0
2022-02-21 12:30:00,short,13886.75,,,2022-02-21 12:31:00,TP,13881.75,85.0,-57240.0
2022-02-21 14:26:00,short,13870.75,,,2022-02-21 14:27:00,SL,13875.75,-115.0,-57355.0
2022-02-21 14:33:00,short,13869.25,,,2022-02-21 14:34:00,TP,13864.25,85.0,-57270.0
2022-02-21 16:08:00,short,13815.25,,,2022-02-21 16:10:00,TP,13810.25,85.0,-57185.0
2022-02-21 16:43:00,long,13795.0,,,2022-02-21 16:45:00,TP,13800.0,85.0,-57100.0
2022-02-22 04:00:00,long,13678.75,,,2022-02-22 04:01:00,TP,13683.75,85.0,-57015.0
2022-02-22 04:16:00,short,13688.0,,,2022-02-22 04:26:00,SL,13693.0,-115.0,-57130.0
2022-02-22 06:26:00,short,13692.25,,,2022-02-22 06:27:00,SL,13697.25,-115.0,-57245.0
2022-02-22 08:01:00,long,13636.25,,,2022-02-22 08:02:00,SL,13631.25,-115.0,-57360.0
2022-02-22 08:21:00,short,13676.0,,,2022-02-22 08:22:00,SL,13681.0,-115.0,-57475.0
2022-02-22 09:50:00,long,13735.75,,,2022-02-22 09:51:00,SL,13730.75,-115.0,-57590.0
2022-02-22 11:23:00,short,13916.25,,,2022-02-22 11:24:00,TP,13911.25,85.0,-57505.0
2022-02-22 16:44:00,short,13890.25,,,2022-02-22 16:45:00,SL,13895.25,-115.0,-57620.0
2022-02-22 17:35:00,long,13851.25,,,2022-02-22 17:36:00,TP,13856.25,85.0,-57535.0
2022-02-22 17:55:00,long,13834.5,,,2022-02-22 17:56:00,SL,13829.5,-115.0,-57650.0
2022-02-22 18:40:00,long,13813.75,,,2022-02-22 18:41:00,SL,13808.75,-115.0,-57765.0
2022-02-23 01:43:00,long,13936.75,,,2022-02-23 01:44:00,SL,13931.75,-115.0,-57880.0
2022-02-23 02:11:00,short,13943.0,,,2022-02-23 02:12:00,SL,13948.0,-115.0,-57995.0
2022-02-23 06:04:00,short,13962.5,,,2022-02-23 06:10:00,SL,13967.5,-115.0,-58110.0
2022-02-23 07:53:00,long,13962.0,,,2022-02-23 07:55:00,TP,13967.0,85.0,-58025.0
2022-02-23 08:25:00,short,13992.5,,,2022-02-23 08:26:00,SL,13997.5,-115.0,-58140.0
2022-02-23 09:44:00,short,14059.75,,,2022-02-23 09:48:00,TP,14054.75,85.0,-58055.0
2022-02-23 13:06:00,long,14023.25,,,2022-02-23 13:07:00,TP,14028.25,85.0,-57970.0
2022-02-23 15:15:00,short,13867.25,,,2022-02-23 15:16:00,TP,13862.25,85.0,-57885.0
2022-02-23 15:23:00,short,13863.75,,,2022-02-23 15:24:00,TP,13858.75,85.0,-57800.0
2022-02-23 15:56:00,long,13783.25,,,2022-02-23 15:57:00,TP,13788.25,85.0,-57715.0
2022-02-23 15:59:00,short,13779.25,,,2022-02-23 16:00:00,TP,13774.25,85.0,-57630.0
2022-02-23 17:10:00,short,13808.25,,,2022-02-23 17:11:00,TP,13803.25,85.0,-57545.0
2022-02-23 19:49:00,short,13593.25,,,2022-02-23 19:50:00,TP,13588.25,85.0,-57460.0
2022-02-23 20:14:00,long,13545.25,,,2022-02-23 20:15:00,TP,13550.25,85.0,-57375.0
2022-02-23 20:24:00,long,13544.25,,,2022-02-23 20:25:00,TP,13549.25,85.0,-57290.0
2022-02-23 21:37:00,long,13513.25,,,2022-02-23 21:38:00,SL,13508.25,-115.0,-57405.0
2022-02-23 21:54:00,long,13491.75,,,2022-02-23 21:55:00,SL,13486.75,-115.0,-57520.0
2022-02-23 23:54:00,long,13509.25,,,2022-02-23 23:57:00,SL,13504.25,-115.0,-57635.0
2022-02-24 01:05:00,long,13396.25,,,2022-02-24 01:06:00,SL,13391.25,-115.0,-57750.0
2022-02-24 02:52:00,long,13384.5,,,2022-02-24 02:53:00,SL,13379.5,-115.0,-57865.0
2022-02-24 03:19:00,short,13249.5,,,2022-02-24 03:20:00,TP,13244.5,85.0,-57780.0
2022-02-24 06:16:00,long,13214.5,,,2022-02-24 06:17:00,TP,13219.5,85.0,-57695.0
2022-02-24 07:54:00,short,13089.25,,,2022-02-24 07:55:00,SL,13094.25,-115.0,-57810.0
2022-02-24 08:27:00,short,13171.25,,,2022-02-24 08:28:00,TP,13166.25,85.0,-57725.0
2022-02-24 08:38:00,long,13182.0,,,2022-02-24 08:39:00,SL,13177.0,-115.0,-57840.0
2022-02-24 09:04:00,long,13190.5,,,2022-02-24 09:05:00,SL,13185.5,-115.0,-57955.0
2022-02-24 09:31:00,long,13208.75,,,2022-02-24 09:32:00,SL,13203.75,-115.0,-58070.0
2022-02-24 11:12:00,long,13106.5,,,2022-02-24 11:13:00,SL,13101.5,-115.0,-58185.0
2022-02-24 12:44:00,long,13069.0,,,2022-02-24 12:45:00,SL,13064.0,-115.0,-58300.0
2022-02-24 14:15:00,long,13123.75,,,2022-02-24 14:16:00,TP,13128.75,85.0,-58215.0
2022-02-24 14:21:00,short,13122.5,,,2022-02-24 14:22:00,TP,13117.5,85.0,-58130.0
2022-02-24 15:06:00,long,13287.5,,,2022-02-24 15:07:00,TP,13292.5,85.0,-58045.0
2022-02-24 18:30:00,long,13505.25,,,2022-02-24 18:31:00,TP,13510.25,85.0,-57960.0
2022-02-24 19:55:00,short,13779.0,,,2022-02-24 19:56:00,TP,13774.0,85.0,-57875.0
2022-02-24 20:16:00,short,13812.75,,,2022-02-24 20:17:00,TP,13807.75,85.0,-57790.0
2022-02-24 20:20:00,short,13822.5,,,2022-02-24 20:21:00,SL,13827.5,-115.0,-57905.0
2022-02-24 20:45:00,long,13918.0,,,2022-02-24 20:46:00,TP,13923.0,85.0,-57820.0
2022-02-24 23:45:00,short,13843.75,,,2022-02-24 23:46:00,SL,13848.75,-115.0,-57935.0
2022-02-25 00:00:00,long,13868.25,,,2022-02-25 00:03:00,TP,13873.25,85.0,-57850.0
2022-02-25 03:23:00,long,13827.5,,,2022-02-25 03:24:00,TP,13832.5,85.0,-57765.0
2022-02-25 03:39:00,short,13823.25,,,2022-02-25 03:41:00,SL,13828.25,-115.0,-57880.0
2022-02-25 06:13:00,short,13856.0,,,2022-02-25 06:17:00,SL,13861.0,-115.0,-57995.0
2022-02-25 08:59:00,long,13798.75,,,2022-02-25 09:00:00,TP,13803.75,85.0,-57910.0
2022-02-25 11:00:00,short,13893.5,,,2022-02-25 11:02:00,TP,13888.5,85.0,-57825.0
