Entry Time,Position,Entry Price,SL Price,TP Price,Exit Time,Exit Reason,Exit Price,P&L,cumulative_pnl
2020-11-02 14:30:00,short,11131.75,,,2020-11-02 14:31:00,TP,11126.75,85.0,-10340.0
2020-11-02 16:31:00,long,11083.0,,,2020-11-02 16:32:00,SL,11078.0,-115.0,-10455.0
2020-11-02 17:11:00,short,11066.25,,,2020-11-02 17:13:00,TP,11061.25,85.0,-10370.0
2020-11-02 18:34:00,long,10998.0,,,2020-11-02 18:35:00,TP,11003.0,85.0,-10285.0
2020-11-02 20:51:00,short,11017.25,,,2020-11-02 20:52:00,SL,11022.25,-115.0,-10400.0
2020-11-02 23:06:00,short,11075.25,,,2020-11-02 23:08:00,SL,11080.25,-115.0,-10515.0
2020-11-03 00:41:00,short,11105.0,,,2020-11-03 00:43:00,SL,11110.0,-115.0,-10630.0
2020-11-03 00:54:00,long,11109.5,,,2020-11-03 00:57:00,TP,11114.5,85.0,-10545.0
2020-11-03 01:06:00,long,11114.0,,,2020-11-03 01:07:00,SL,11109.0,-115.0,-10660.0
2020-11-03 01:40:00,short,11094.5,,,2020-11-03 01:44:00,TP,11089.5,85.0,-10575.0
2020-11-03 02:26:00,short,11104.75,,,2020-11-03 02:33:00,TP,11099.75,85.0,-10490.0
2020-11-03 08:09:00,long,11094.0,,,2020-11-03 08:11:00,TP,11099.0,85.0,-10405.0
2020-11-03 09:04:00,short,11154.75,,,2020-11-03 09:07:00,TP,11149.75,85.0,-10320.0
2020-11-03 09:47:00,long,11170.0,,,2020-11-03 09:56:00,SL,11165.0,-115.0,-10435.0
2020-11-03 10:32:00,short,11174.25,,,2020-11-03 10:36:00,TP,11169.25,85.0,-10350.0
2020-11-03 10:40:00,long,11173.0,,,2020-11-03 10:42:00,SL,11168.0,-115.0,-10465.0
2020-11-03 16:01:00,short,11316.75,,,2020-11-03 16:02:00,SL,11321.75,-115.0,-10580.0
2020-11-03 20:55:00,short,11293.0,,,2020-11-03 20:56:00,TP,11288.0,85.0,-10495.0
2020-11-03 21:52:00,long,11241.5,,,2020-11-03 21:54:00,TP,11246.5,85.0,-10410.0
2020-11-04 01:34:00,short,11299.0,,,2020-11-04 01:35:00,SL,11304.0,-115.0,-10525.0
2020-11-04 02:42:00,long,11373.5,,,2020-11-04 02:43:00,TP,11378.5,85.0,-10440.0
2020-11-04 05:37:00,long,11557.25,,,2020-11-04 05:38:00,SL,11552.25,-115.0,-10555.0
2020-11-04 06:17:00,short,11510.75,,,2020-11-04 06:18:00,TP,11505.75,85.0,-10470.0
2020-11-04 10:45:00,long,11481.75,,,2020-11-04 10:46:00,TP,11486.75,85.0,-10385.0
2020-11-04 10:56:00,short,11522.25,,,2020-11-04 10:57:00,TP,11517.25,85.0,-10300.0
2020-11-04 12:19:00,long,11575.5,,,2020-11-04 12:20:00,TP,11580.5,85.0,-10215.0
2020-11-04 12:51:00,long,11637.5,,,2020-11-04 12:52:00,TP,11642.5,85.0,-10130.0
2020-11-04 14:03:00,short,11674.25,,,2020-11-04 14:05:00,TP,11669.25,85.0,-10045.0
2020-11-04 14:53:00,long,11593.0,,,2020-11-04 14:54:00,SL,11588.0,-115.0,-10160.0
2020-11-04 17:25:00,short,11814.5,,,2020-11-04 17:26:00,SL,11819.5,-115.0,-10275.0
2020-11-04 20:55:00,short,11761.0,,,2020-11-04 20:56:00,TP,11756.0,85.0,-10190.0
2020-11-05 04:12:00,long,11941.0,,,2020-11-05 04:13:00,TP,11946.0,85.0,-10105.0
2020-11-05 05:16:00,short,11929.75,,,2020-11-05 05:17:00,SL,11934.75,-115.0,-10220.0
2020-11-05 10:38:00,short,12088.5,,,2020-11-05 10:40:00,SL,12093.5,-115.0,-10335.0
2020-11-05 12:29:00,long,12063.0,,,2020-11-05 12:32:00,TP,12068.0,85.0,-10250.0
2020-11-05 13:04:00,short,12072.5,,,2020-11-05 13:06:00,TP,12067.5,85.0,-10165.0
2020-11-05 15:38:00,short,12041.5,,,2020-11-05 15:39:00,TP,12036.5,85.0,-10080.0
2020-11-05 15:44:00,short,12035.75,,,2020-11-05 15:45:00,TP,12030.75,85.0,-9995.0
2020-11-05 16:23:00,long,12055.5,,,2020-11-05 16:24:00,TP,12060.5,85.0,-9910.0
2020-11-05 17:35:00,long,11993.25,,,2020-11-05 17:36:00,TP,11998.25,85.0,-9825.0
2020-11-05 21:44:00,short,12094.5,,,2020-11-05 21:45:00,TP,12089.5,85.0,-9740.0
2020-11-05 23:49:00,long,12052.0,,,2020-11-05 23:50:00,TP,12057.0,85.0,-9655.0
2020-11-06 02:48:00,long,12018.5,,,2020-11-06 02:55:00,TP,12023.5,85.0,-9570.0
2020-11-06 05:26:00,long,11937.5,,,2020-11-06 05:29:00,TP,11942.5,85.0,-9485.0
2020-11-06 06:11:00,long,11969.0,,,2020-11-06 06:15:00,TP,11974.0,85.0,-9400.0
2020-11-06 06:59:00,short,11958.25,,,2020-11-06 07:00:00,SL,11963.25,-115.0,-9515.0
2020-11-06 07:06:00,short,11964.0,,,2020-11-06 07:08:00,TP,11959.0,85.0,-9430.0
2020-11-06 07:10:00,long,11966.0,,,2020-11-06 07:13:00,SL,11961.0,-115.0,-9545.0
2020-11-06 11:43:00,long,11958.75,,,2020-11-06 11:44:00,TP,11963.75,85.0,-9460.0
2020-11-06 16:20:00,short,12008.25,,,2020-11-06 16:21:00,TP,12003.25,85.0,-9375.0
2020-11-06 21:01:00,long,12094.5,,,2020-11-06 21:02:00,SL,12089.5,-115.0,-9490.0
2020-11-08 23:31:00,short,12226.25,,,2020-11-08 23:36:00,SL,12231.25,-115.0,-9605.0
2020-11-09 02:39:00,short,12325.25,,,2020-11-09 02:42:00,TP,12320.25,85.0,-9520.0
2020-11-09 07:34:00,long,12322.5,,,2020-11-09 07:35:00,TP,12327.5,85.0,-9435.0
2020-11-09 08:35:00,short,12314.0,,,2020-11-09 08:36:00,TP,12309.0,85.0,-9350.0
2020-11-09 09:36:00,long,12287.75,,,2020-11-09 09:37:00,SL,12282.75,-115.0,-9465.0
2020-11-09 09:39:00,short,12286.5,,,2020-11-09 09:40:00,SL,12291.5,-115.0,-9580.0
2020-11-09 11:00:00,short,12304.25,,,2020-11-09 11:02:00,TP,12299.25,85.0,-9495.0
2020-11-09 11:04:00,long,12304.0,,,2020-11-09 11:05:00,SL,12299.0,-115.0,-9610.0
2020-11-09 14:14:00,long,12160.75,,,2020-11-09 14:15:00,TP,12165.75,85.0,-9525.0
2020-11-09 18:40:00,short,12086.25,,,2020-11-09 18:41:00,TP,12081.25,85.0,-9440.0
2020-11-09 21:11:00,short,11854.75,,,2020-11-09 21:12:00,SL,11859.75,-115.0,-9555.0
2020-11-10 00:14:00,long,11854.75,,,2020-11-10 00:15:00,SL,11849.75,-115.0,-9670.0
2020-11-10 01:22:00,long,11834.5,,,2020-11-10 01:27:00,TP,11839.5,85.0,-9585.0
2020-11-10 06:11:00,short,11739.0,,,2020-11-10 06:12:00,SL,11744.0,-115.0,-9700.0
2020-11-10 09:52:00,short,11740.75,,,2020-11-10 09:53:00,TP,11735.75,85.0,-9615.0
2020-11-10 11:27:00,long,11594.75,,,2020-11-10 11:28:00,TP,11599.75,85.0,-9530.0
2020-11-10 12:33:00,short,11637.5,,,2020-11-10 12:34:00,SL,11642.5,-115.0,-9645.0
2020-11-10 12:52:00,short,11649.75,,,2020-11-10 12:53:00,TP,11644.75,85.0,-9560.0
2020-11-10 19:47:00,long,11630.25,,,2020-11-10 19:48:00,TP,11635.25,85.0,-9475.0
2020-11-10 20:36:00,long,11644.25,,,2020-11-10 20:37:00,SL,11639.25,-115.0,-9590.0
2020-11-11 00:16:00,short,11587.5,,,2020-11-11 00:17:00,SL,11592.5,-115.0,-9705.0
2020-11-11 01:38:00,short,11603.5,,,2020-11-11 01:39:00,SL,11608.5,-115.0,-9820.0
2020-11-11 03:42:00,short,11662.75,,,2020-11-11 03:43:00,TP,11657.75,85.0,-9735.0
2020-11-11 04:40:00,short,11652.5,,,2020-11-11 04:41:00,SL,11657.5,-115.0,-9850.0
2020-11-11 06:19:00,short,11663.75,,,2020-11-11 06:25:00,SL,11668.75,-115.0,-9965.0
2020-11-11 07:59:00,short,11592.75,,,2020-11-11 08:00:00,SL,11597.75,-115.0,-10080.0
2020-11-11 08:10:00,short,11609.5,,,2020-11-11 08:11:00,SL,11614.5,-115.0,-10195.0
2020-11-11 11:29:00,long,11753.0,,,2020-11-11 11:30:00,TP,11758.0,85.0,-10110.0
2020-11-11 15:13:00,long,11808.25,,,2020-11-11 15:14:00,TP,11813.25,85.0,-10025.0
2020-11-11 16:34:00,long,11822.25,,,2020-11-11 16:35:00,SL,11817.25,-115.0,-10140.0
2020-11-11 19:20:00,long,11879.5,,,2020-11-11 19:21:00,TP,11884.5,85.0,-10055.0
2020-11-11 20:30:00,long,11856.0,,,2020-11-11 20:31:00,TP,11861.0,85.0,-9970.0
2020-11-11 23:53:00,long,11896.75,,,2020-11-11 23:56:00,TP,11901.75,85.0,-9885.0
2020-11-12 02:36:00,short,11840.25,,,2020-11-12 02:43:00,SL,11845.25,-115.0,-10000.0
2020-11-12 02:45:00,short,11842.25,,,2020-11-12 02:57:00,TP,11837.25,85.0,-9915.0
2020-11-12 03:06:00,short,11846.75,,,2020-11-12 03:09:00,TP,11841.75,85.0,-9830.0
2020-11-12 03:55:00,short,11802.25,,,2020-11-12 03:58:00,SL,11807.25,-115.0,-9945.0
2020-11-12 04:38:00,short,11813.0,,,2020-11-12 04:43:00,TP,11808.0,85.0,-9860.0
2020-11-12 05:55:00,short,11855.5,,,2020-11-12 05:57:00,SL,11860.5,-115.0,-9975.0
2020-11-12 08:01:00,short,11831.25,,,2020-11-12 08:02:00,SL,11836.25,-115.0,-10090.0
2020-11-12 08:54:00,long,11850.75,,,2020-11-12 08:57:00,SL,11845.75,-115.0,-10205.0
2020-11-12 10:24:00,short,11950.75,,,2020-11-12 10:25:00,TP,11945.75,85.0,-10120.0
2020-11-12 11:38:00,long,11943.5,,,2020-11-12 11:39:00,SL,11938.5,-115.0,-10235.0
2020-11-12 11:49:00,short,11936.5,,,2020-11-12 11:54:00,SL,11941.5,-115.0,-10350.0
2020-11-12 12:23:00,short,11897.5,,,2020-11-12 12:24:00,TP,11892.5,85.0,-10265.0
2020-11-12 14:31:00,short,11892.25,,,2020-11-12 14:32:00,TP,11887.25,85.0,-10180.0
2020-11-12 16:50:00,long,11878.0,,,2020-11-12 16:51:00,SL,11873.0,-115.0,-10295.0
2020-11-12 19:24:00,short,11821.5,,,2020-11-12 19:25:00,TP,11816.5,85.0,-10210.0
2020-11-12 20:49:00,long,11797.75,,,2020-11-12 20:50:00,TP,11802.75,85.0,-10125.0
2020-11-13 00:23:00,long,11853.5,,,2020-11-13 00:35:00,SL,11848.5,-115.0,-10240.0
2020-11-13 03:53:00,short,11843.25,,,2020-11-13 04:07:00,TP,11838.25,85.0,-10155.0
2020-11-13 06:11:00,short,11858.5,,,2020-11-13 06:14:00,TP,11853.5,85.0,-10070.0
2020-11-13 07:34:00,short,11879.0,,,2020-11-13 07:35:00,TP,11874.0,85.0,-9985.0
2020-11-13 07:48:00,short,11876.0,,,2020-11-13 07:50:00,SL,11881.0,-115.0,-10100.0
2020-11-13 09:45:00,short,11907.0,,,2020-11-13 09:47:00,SL,11912.0,-115.0,-10215.0
2020-11-13 10:08:00,long,11924.5,,,2020-11-13 10:12:00,SL,11919.5,-115.0,-10330.0
2020-11-13 13:45:00,long,11900.5,,,2020-11-13 13:55:00,SL,11895.5,-115.0,-10445.0
2020-11-13 20:50:00,long,11943.5,,,2020-11-13 20:51:00,SL,11938.5,-115.0,-10560.0
2020-11-13 20:57:00,long,11935.25,,,2020-11-13 20:58:00,TP,11940.25,85.0,-10475.0
2020-11-16 08:34:00,short,12009.75,,,2020-11-16 08:36:00,SL,12014.75,-115.0,-10590.0
2020-11-16 09:16:00,short,11997.25,,,2020-11-16 09:17:00,TP,11992.25,85.0,-10505.0
2020-11-16 10:25:00,short,11999.25,,,2020-11-16 10:30:00,TP,11994.25,85.0,-10420.0
2020-11-16 12:15:00,long,11942.75,,,2020-11-16 12:16:00,SL,11937.75,-115.0,-10535.0
2020-11-16 13:21:00,long,11903.0,,,2020-11-16 13:29:00,SL,11898.0,-115.0,-10650.0
2020-11-16 14:00:00,short,11893.25,,,2020-11-16 14:01:00,SL,11898.25,-115.0,-10765.0
2020-11-16 15:22:00,long,11990.5,,,2020-11-16 15:23:00,TP,11995.5,85.0,-10680.0
2020-11-16 15:43:00,long,11989.0,,,2020-11-16 15:44:00,SL,11984.0,-115.0,-10795.0
2020-11-16 17:49:00,long,11975.5,,,2020-11-16 17:51:00,SL,11970.5,-115.0,-10910.0
2020-11-16 20:52:00,long,11983.5,,,2020-11-16 20:53:00,TP,11988.5,85.0,-10825.0
2020-11-17 01:20:00,long,12049.5,,,2020-11-17 01:27:00,SL,12044.5,-115.0,-10940.0
2020-11-17 04:18:00,short,12016.5,,,2020-11-17 04:20:00,TP,12011.5,85.0,-10855.0
2020-11-17 07:21:00,short,12024.5,,,2020-11-17 07:23:00,TP,12019.5,85.0,-10770.0
2020-11-17 08:36:00,short,12034.25,,,2020-11-17 08:45:00,SL,12039.25,-115.0,-10885.0
2020-11-17 10:23:00,short,12036.0,,,2020-11-17 10:24:00,SL,12041.0,-115.0,-11000.0
2020-11-17 10:30:00,long,12034.75,,,2020-11-17 10:37:00,SL,12029.75,-115.0,-11115.0
2020-11-17 12:51:00,short,12034.75,,,2020-11-17 12:52:00,TP,12029.75,85.0,-11030.0
2020-11-17 16:05:00,long,12031.75,,,2020-11-17 16:06:00,SL,12026.75,-115.0,-11145.0
2020-11-17 17:44:00,long,12007.5,,,2020-11-17 17:45:00,SL,12002.5,-115.0,-11260.0
2020-11-17 17:47:00,short,12007.5,,,2020-11-17 17:50:00,SL,12012.5,-115.0,-11375.0
2020-11-17 20:31:00,short,11970.5,,,2020-11-17 20:32:00,TP,11965.5,85.0,-11290.0
2020-11-18 03:25:00,short,11952.75,,,2020-11-18 03:30:00,TP,11947.75,85.0,-11205.0
2020-11-18 04:50:00,short,11972.75,,,2020-11-18 04:54:00,TP,11967.75,85.0,-11120.0
2020-11-18 05:56:00,short,11948.5,,,2020-11-18 05:59:00,SL,11953.5,-115.0,-11235.0
2020-11-18 07:00:00,long,11936.25,,,2020-11-18 07:25:00,TP,11941.25,85.0,-11150.0
2020-11-18 09:17:00,long,11986.25,,,2020-11-18 09:20:00,TP,11991.25,85.0,-11065.0
2020-11-18 09:20:00,short,11986.75,,,2020-11-18 09:24:00,SL,11991.75,-115.0,-11180.0
2020-11-18 09:40:00,long,11993.0,,,2020-11-18 09:53:00,TP,11998.0,85.0,-11095.0
2020-11-18 10:49:00,long,12010.75,,,2020-11-18 11:00:00,TP,12015.75,85.0,-11010.0
2020-11-18 12:43:00,short,11999.5,,,2020-11-18 12:46:00,TP,11994.5,85.0,-10925.0
2020-11-18 13:06:00,long,11993.0,,,2020-11-18 13:10:00,SL,11988.0,-115.0,-11040.0
2020-11-18 13:10:00,short,11987.0,,,2020-11-18 13:19:00,SL,11992.0,-115.0,-11155.0
2020-11-18 16:37:00,short,11964.25,,,2020-11-18 16:41:00,SL,11969.25,-115.0,-11270.0
2020-11-18 21:50:00,long,11875.75,,,2020-11-18 23:00:00,SL,11870.75,-115.0,-11385.0
2020-11-18 23:34:00,short,11888.25,,,2020-11-18 23:38:00,SL,11893.25,-115.0,-11500.0
2020-11-19 04:37:00,long,11855.0,,,2020-11-19 04:44:00,TP,11860.0,85.0,-11415.0
2020-11-19 06:47:00,long,11887.0,,,2020-11-19 06:51:00,TP,11892.0,85.0,-11330.0
2020-11-19 07:09:00,short,11889.5,,,2020-11-19 07:11:00,TP,11884.5,85.0,-11245.0
2020-11-19 09:22:00,short,11828.25,,,2020-11-19 09:24:00,SL,11833.25,-115.0,-11360.0
2020-11-19 15:11:00,short,11905.5,,,2020-11-19 15:12:00,TP,11900.5,85.0,-11275.0
2020-11-19 15:15:00,long,11906.25,,,2020-11-19 15:17:00,SL,11901.25,-115.0,-11390.0
2020-11-19 20:57:00,long,11985.75,,,2020-11-19 20:58:00,SL,11980.75,-115.0,-11505.0
2020-11-19 23:29:00,short,11949.25,,,2020-11-19 23:31:00,TP,11944.25,85.0,-11420.0
2020-11-19 23:50:00,long,11934.0,,,2020-11-19 23:51:00,TP,11939.0,85.0,-11335.0
2020-11-20 01:06:00,long,11953.25,,,2020-11-20 01:07:00,SL,11948.25,-115.0,-11450.0
2020-11-20 01:37:00,long,11970.5,,,2020-11-20 01:56:00,TP,11975.5,85.0,-11365.0
2020-11-20 02:04:00,long,11971.25,,,2020-11-20 02:06:00,SL,11966.25,-115.0,-11480.0
2020-11-20 06:02:00,short,11986.5,,,2020-11-20 06:10:00,SL,11991.5,-115.0,-11595.0
2020-11-20 07:34:00,short,11980.5,,,2020-11-20 07:35:00,TP,11975.5,85.0,-11510.0
2020-11-20 10:41:00,short,11989.75,,,2020-11-20 10:44:00,SL,11994.75,-115.0,-11625.0
2020-11-20 12:59:00,long,12005.75,,,2020-11-20 13:01:00,SL,12000.75,-115.0,-11740.0
2020-11-20 14:45:00,short,11962.5,,,2020-11-20 14:46:00,SL,11967.5,-115.0,-11855.0
2020-11-20 15:33:00,long,11984.75,,,2020-11-20 15:36:00,TP,11989.75,85.0,-11770.0
2020-11-20 17:41:00,long,11991.5,,,2020-11-20 17:48:00,SL,11986.5,-115.0,-11885.0
2020-11-23 00:05:00,long,11932.25,,,2020-11-23 00:07:00,SL,11927.25,-115.0,-12000.0
2020-11-23 00:41:00,long,11943.0,,,2020-11-23 00:49:00,TP,11948.0,85.0,-11915.0
2020-11-23 01:01:00,short,11945.0,,,2020-11-23 01:16:00,SL,11950.0,-115.0,-12030.0
2020-11-23 03:24:00,short,11950.0,,,2020-11-23 03:40:00,SL,11955.0,-115.0,-12145.0
2020-11-23 05:02:00,short,11948.25,,,2020-11-23 05:09:00,SL,11953.25,-115.0,-12260.0
2020-11-23 06:43:00,long,11948.0,,,2020-11-23 07:00:00,TP,11953.0,85.0,-12175.0
2020-11-23 07:06:00,short,11953.5,,,2020-11-23 07:09:00,SL,11958.5,-115.0,-12290.0
2020-11-23 08:54:00,long,11944.25,,,2020-11-23 08:59:00,TP,11949.25,85.0,-12205.0
2020-11-23 09:49:00,long,11953.75,,,2020-11-23 09:58:00,TP,11958.75,85.0,-12120.0
2020-11-23 13:29:00,long,11947.0,,,2020-11-23 13:34:00,TP,11952.0,85.0,-12035.0
2020-11-23 16:32:00,short,11832.75,,,2020-11-23 16:33:00,TP,11827.75,85.0,-11950.0
2020-11-23 18:22:00,long,11901.75,,,2020-11-23 18:26:00,SL,11896.75,-115.0,-12065.0
2020-11-23 20:50:00,long,11914.75,,,2020-11-23 20:51:00,TP,11919.75,85.0,-11980.0
2020-11-24 02:22:00,long,11953.75,,,2020-11-24 02:36:00,TP,11958.75,85.0,-11895.0
2020-11-24 03:48:00,long,11964.5,,,2020-11-24 03:56:00,TP,11969.5,85.0,-11810.0
2020-11-24 04:09:00,long,11972.0,,,2020-11-24 04:53:00,SL,11967.0,-115.0,-11925.0
2020-11-24 05:09:00,long,11970.5,,,2020-11-24 05:33:00,SL,11965.5,-115.0,-12040.0
2020-11-24 05:50:00,short,11964.5,,,2020-11-24 06:21:00,TP,11959.5,85.0,-11955.0
2020-11-24 07:33:00,long,11969.75,,,2020-11-24 07:45:00,SL,11964.75,-115.0,-12070.0
2020-11-24 08:48:00,long,11950.25,,,2020-11-24 08:51:00,SL,11945.25,-115.0,-12185.0
2020-11-24 09:32:00,long,11939.25,,,2020-11-24 09:37:00,TP,11944.25,85.0,-12100.0
2020-11-24 10:51:00,short,11939.75,,,2020-11-24 10:54:00,TP,11934.75,85.0,-12015.0
2020-11-24 11:32:00,long,11947.25,,,2020-11-24 11:43:00,TP,11952.25,85.0,-11930.0
2020-11-24 14:16:00,short,11951.75,,,2020-11-24 14:20:00,SL,11956.75,-115.0,-12045.0
2020-11-24 15:32:00,long,11919.75,,,2020-11-24 15:33:00,TP,11924.75,85.0,-11960.0
2020-11-24 17:09:00,short,12013.0,,,2020-11-24 17:10:00,TP,12008.0,85.0,-11875.0
2020-11-24 18:00:00,short,12040.25,,,2020-11-24 18:01:00,TP,12035.25,85.0,-11790.0
2020-11-24 19:24:00,short,12068.5,,,2020-11-24 19:25:00,TP,12063.5,85.0,-11705.0
2020-11-24 20:31:00,short,12077.0,,,2020-11-24 20:32:00,SL,12082.0,-115.0,-11820.0
2020-11-24 20:56:00,short,12074.0,,,2020-11-24 20:57:00,SL,12079.0,-115.0,-11935.0
2020-11-24 23:32:00,long,12117.75,,,2020-11-24 23:40:00,SL,12112.75,-115.0,-12050.0
2020-11-24 23:43:00,long,12113.5,,,2020-11-24 23:52:00,TP,12118.5,85.0,-11965.0
2020-11-25 01:38:00,short,12164.5,,,2020-11-25 02:00:00,SL,12169.5,-115.0,-12080.0
2020-11-25 02:35:00,long,12158.75,,,2020-11-25 02:46:00,SL,12153.75,-115.0,-12195.0
2020-11-25 03:33:00,short,12160.5,,,2020-11-25 03:35:00,TP,12155.5,85.0,-12110.0
2020-11-25 06:32:00,long,12112.0,,,2020-11-25 06:42:00,SL,12107.0,-115.0,-12225.0
2020-11-25 07:04:00,short,12113.25,,,2020-11-25 07:05:00,TP,12108.25,85.0,-12140.0
2020-11-25 09:51:00,long,12108.75,,,2020-11-25 09:53:00,TP,12113.75,85.0,-12055.0
2020-11-25 11:18:00,long,12096.0,,,2020-11-25 11:20:00,TP,12101.0,85.0,-11970.0
2020-11-25 13:30:00,long,12094.75,,,2020-11-25 13:31:00,TP,12099.75,85.0,-11885.0
2020-11-25 15:13:00,long,12100.5,,,2020-11-25 15:14:00,TP,12105.5,85.0,-11800.0
2020-11-25 17:42:00,long,12125.75,,,2020-11-25 17:48:00,TP,12130.75,85.0,-11715.0
2020-11-25 18:23:00,long,12141.5,,,2020-11-25 18:26:00,SL,12136.5,-115.0,-11830.0
2020-11-25 18:45:00,short,12133.25,,,2020-11-25 18:46:00,TP,12128.25,85.0,-11745.0
2020-11-25 20:58:00,long,12152.25,,,2020-11-25 20:59:00,TP,12157.25,85.0,-11660.0
2020-11-26 01:27:00,short,12181.75,,,2020-11-26 01:33:00,SL,12186.75,-115.0,-11775.0
2020-11-26 03:28:00,long,12199.75,,,2020-11-26 03:46:00,SL,12194.75,-115.0,-11890.0
2020-11-26 10:31:00,long,12196.5,,,2020-11-26 10:39:00,SL,12191.5,-115.0,-12005.0
2020-11-26 10:56:00,long,12191.5,,,2020-11-26 11:05:00,SL,12186.5,-115.0,-12120.0
2020-11-26 11:10:00,short,12188.0,,,2020-11-26 11:24:00,SL,12193.0,-115.0,-12235.0
2020-11-26 14:47:00,long,12194.5,,,2020-11-26 15:12:00,SL,12189.5,-115.0,-12350.0
2020-11-26 17:09:00,long,12187.25,,,2020-11-26 17:10:00,SL,12182.25,-115.0,-12465.0
2020-11-27 00:31:00,short,12150.5,,,2020-11-27 00:39:00,SL,12155.5,-115.0,-12580.0
2020-11-27 01:18:00,short,12152.75,,,2020-11-27 01:43:00,SL,12157.75,-115.0,-12695.0
2020-11-27 06:50:00,long,12190.25,,,2020-11-27 07:00:00,SL,12185.25,-115.0,-12810.0
2020-11-27 07:10:00,long,12187.25,,,2020-11-27 07:16:00,TP,12192.25,85.0,-12725.0
2020-11-27 07:47:00,long,12188.25,,,2020-11-27 07:55:00,SL,12183.25,-115.0,-12840.0
2020-11-27 09:04:00,short,12201.0,,,2020-11-27 09:06:00,TP,12196.0,85.0,-12755.0
2020-11-27 09:19:00,short,12196.25,,,2020-11-27 09:23:00,SL,12201.25,-115.0,-12870.0
2020-11-27 09:31:00,long,12198.5,,,2020-11-27 09:54:00,SL,12193.5,-115.0,-12985.0
2020-11-27 12:12:00,long,12197.0,,,2020-11-27 12:22:00,SL,12192.0,-115.0,-13100.0
2020-11-27 13:58:00,short,12233.25,,,2020-11-27 14:02:00,TP,12228.25,85.0,-13015.0
2020-11-27 14:22:00,long,12236.5,,,2020-11-27 14:27:00,SL,12231.5,-115.0,-13130.0
2020-11-30 02:56:00,long,12278.0,,,2020-11-30 02:58:00,TP,12283.0,85.0,-13045.0
2020-11-30 06:58:00,long,12208.75,,,2020-11-30 07:00:00,TP,12213.75,85.0,-12960.0
2020-11-30 08:08:00,short,12223.5,,,2020-11-30 08:09:00,TP,12218.5,85.0,-12875.0
2020-11-30 09:01:00,long,12257.5,,,2020-11-30 09:02:00,TP,12262.5,85.0,-12790.0
2020-11-30 13:05:00,long,12287.5,,,2020-11-30 13:10:00,SL,12282.5,-115.0,-12905.0
2020-11-30 14:51:00,long,12243.25,,,2020-11-30 14:52:00,TP,12248.25,85.0,-12820.0
2020-11-30 17:12:00,long,12192.25,,,2020-11-30 17:13:00,TP,12197.25,85.0,-12735.0
2020-11-30 18:04:00,short,12214.0,,,2020-11-30 18:05:00,SL,12219.0,-115.0,-12850.0
2020-11-30 18:31:00,long,12225.5,,,2020-11-30 18:39:00,TP,12230.5,85.0,-12765.0
2020-11-30 20:20:00,short,12277.25,,,2020-11-30 20:23:00,TP,12272.25,85.0,-12680.0
2020-11-30 20:59:00,long,12274.25,,,2020-11-30 21:00:00,TP,12279.25,85.0,-12595.0
2020-12-01 02:30:00,long,12388.25,,,2020-12-01 02:31:00,SL,12383.25,-115.0,-12710.0
2020-12-01 03:07:00,short,12382.5,,,2020-12-01 03:15:00,SL,12387.5,-115.0,-12825.0
2020-12-01 05:38:00,short,12378.75,,,2020-12-01 06:02:00,SL,12383.75,-115.0,-12940.0
2020-12-01 06:30:00,short,12378.0,,,2020-12-01 06:49:00,SL,12383.0,-115.0,-13055.0
2020-12-01 09:49:00,short,12369.75,,,2020-12-01 10:00:00,TP,12364.75,85.0,-12970.0
2020-12-01 10:28:00,long,12371.25,,,2020-12-01 10:30:00,TP,12376.25,85.0,-12885.0
2020-12-01 11:31:00,long,12388.75,,,2020-12-01 11:38:00,TP,12393.75,85.0,-12800.0
2020-12-01 12:43:00,long,12385.5,,,2020-12-01 12:55:00,TP,12390.5,85.0,-12715.0
2020-12-01 13:40:00,short,12373.5,,,2020-12-01 13:47:00,SL,12378.5,-115.0,-12830.0
2020-12-01 14:20:00,long,12374.5,,,2020-12-01 14:28:00,TP,12379.5,85.0,-12745.0
2020-12-01 15:49:00,long,12376.25,,,2020-12-01 15:50:00,TP,12381.25,85.0,-12660.0
2020-12-01 16:32:00,short,12419.75,,,2020-12-01 16:33:00,SL,12424.75,-115.0,-12775.0
2020-12-01 18:15:00,long,12475.25,,,2020-12-01 18:19:00,SL,12470.25,-115.0,-12890.0
2020-12-01 20:26:00,short,12436.25,,,2020-12-01 20:28:00,SL,12441.25,-115.0,-13005.0
2020-12-01 20:43:00,long,12436.5,,,2020-12-01 20:44:00,TP,12441.5,85.0,-12920.0
2020-12-01 21:44:00,long,12459.75,,,2020-12-01 21:47:00,SL,12454.75,-115.0,-13035.0
2020-12-02 07:14:00,short,12435.75,,,2020-12-02 07:16:00,SL,12440.75,-115.0,-13150.0
2020-12-02 07:40:00,long,12434.5,,,2020-12-02 07:44:00,SL,12429.5,-115.0,-13265.0
2020-12-02 07:56:00,long,12433.25,,,2020-12-02 07:58:00,SL,12428.25,-115.0,-13380.0
2020-12-02 09:07:00,long,12446.25,,,2020-12-02 09:10:00,SL,12441.25,-115.0,-13495.0
2020-12-02 13:22:00,long,12410.5,,,2020-12-02 13:27:00,SL,12405.5,-115.0,-13610.0
2020-12-02 16:31:00,short,12432.5,,,2020-12-02 16:35:00,TP,12427.5,85.0,-13525.0
